"species","area_global","mhw_freq","mhw_total_days","mhw_max_int","mhw_mean_int","mhw_cum_int","slope_mean_int","slope_freq","slope_cum","slope_max","slope_total","dem_mean","dem_range","Order","X2024.IUCN.Red.List.category","Average.Mass","Clutch_Min","Clutch_Max","Sed","Primary.Habitat","Primary.Diet","HB","Flightlessness","Exposure","IUCN_num","Clutch_mean","Flightless_num","Trait_sensitivity","Sensitivity","Suitability","Risk_index","Risk_level"
"Tanysiptera riedelii",7.24243154804012e-06,0.705063150476044,0.533780885037829,0.57276145048525,0.0384548178302005,0.0670518052533066,NA,0.633390384368086,0.276646786474581,NA,0.562068304927741,0.0643128206602231,NA,"Coraciiformes","NT",0.00129550907920429,NA,5,0,"Forest","Invertebrate",2,"No",0.42365219810663,0.25,0.210526315789474,0,0.0529554562171695,0.151477728108585,0.0321600315458856,0.0621100387141055,"Very high"
"Tanysiptera sylvia",0.000865075521261302,0.587140230080099,0.408001147767412,0.694893502674772,0.12652412820766,0.0922948091984786,NA,0.509682373885215,0.310165450016061,NA,0.42763094550909,0.0784037834283539,NA,"Coraciiformes","LC",0.00100022877573062,3,3,0,"Forest","Invertebrate",3,"No",0.394541573417349,0,0.105263157894737,0,0.0265658466676169,0.0132829233338084,0.0396344294748076,0.00503295468566353,"Low"
"Tarsiger chrysaeus",0.00339900086813727,0.760476518574743,0.77107814523452,0.558996341718914,0.260045765459342,0.30104448651309,0.416858570446747,0.27118282423961,0.345954992823809,0.449138496557163,0.331707182954189,0.450445697103549,NA,"Passeriformes","LC",0.000216006852631187,3,4,0,"Forest","Invertebrate",2,"No",0.446648332452213,0,0.131578947368421,0,0.0329487385552631,0.0164743692776315,0.226922348985843,0.00568849829010258,"Medium"
"Tarsiger cyanurus",0.0687832856753435,0.787813942472795,0.80576985541817,0.57281204457511,0.590372817841086,0.606698240184689,0.675817736576239,0.181502538424701,0.619765759216431,0.657525477195165,0.301631683028981,0.167826995630616,NA,"Passeriformes","LC",0.000225157881855956,3,7,0,"Forest","Invertebrate",3,"No",0.579971009493337,0,0.210526315789474,0,0.0526878684178324,0.0263439342089162,0.11830514065298,0.013471167221322,"High"
"Tarsiger hyperythrus",0.000862654397904381,0.821172220086678,0.721936565560175,0.483380853984538,0.22448483331053,0.246603790274188,0.517011017947008,0.332150102009533,0.412685916018056,0.509610515600008,0.401818753505792,0.519738749623226,NA,"Passeriformes","LC",0.000191533169820757,NA,NA,0,"Forest","Invertebrate",2,"No",0.467085456829651,0,NA,0,6.38443899402523e-05,3.19221949701261e-05,0.260300702010565,1.1029207250104e-05,"Very low"
"Tarsiger indicus",0.00172875786931656,0.810768022084083,0.72041055351689,0.443416273791866,0.243499102321166,0.262059210389282,0.551264148245134,0.318109373779583,0.439169732133163,0.535642748194929,0.397009454904936,0.629148944185444,NA,"Passeriformes","LC",0.000225583511122225,3,4,0,"Forest","Invertebrate",4,"No",0.472134861936103,0,0.131578947368421,0,0.0329511327198858,0.0164755663599429,0.31543885102738,0.00532498844957102,"Medium"
"Tarsiger johnstoniae",7.35408550951796e-05,0.754900592734738,0.740269058253678,0.539148096579455,0.122960243893099,0.166370884037397,0.187378150090102,0.292349985828013,0.298697974681238,0.363665747638121,0.367037613932762,0.277788405001986,NA,"Passeriformes","LC",0.000211537745335369,NA,NA,0,"Forest","Invertebrate",2,"No",0.38327783476686,0,NA,0,7.05125817784564e-05,3.52562908892282e-05,0.13893097292854,1.16355868717161e-05,"Very low"
"Tarsiger rufilatus",0.00860327067228203,0.798143233765272,0.772127980061154,0.496894700468393,0.278901281156928,0.317341586841771,0.481633290626521,0.276642002021248,0.433305661970164,0.523970553831391,0.3662811580397,0.586515996858802,NA,"Passeriformes","LC",0.000180892438164048,3,5,0,"Forest","Invertebrate",3,"No",0.474524144878254,0,0.157894736842105,0,0.0395189073200673,0.0197594536600337,0.297559633765542,0.00658631819419743,"Medium"
"Tchagra senegalus",0.0439712530193961,0.761398095854584,0.802186783867522,0.753137522244434,0.194883987924986,0.239434802363382,0.482987069977888,0.323526139676095,0.472738502027189,0.51723873194451,0.492701294784543,0.344456881237249,NA,"Passeriformes","LC",0.00092113267041575,1,4,0,"Shrub","Invertebrate",6,"No",0.504023293066513,0,0.0789473684210526,0,0.0199671252728671,0.00998356263643355,0.194214067128323,0.00405467300725696,"Low"
"Temnurus temnurus",0.000809552570744508,0.900469068561351,0.786022888990467,0.704629103216882,0.213791835353873,0.259469421049058,0.573284339986659,0.370252688919809,0.474786634731766,0.59082510988019,0.447575841486064,0.132991467039496,NA,"Passeriformes","LC",0.00285171608399794,2,2,0,"Forest","Invertebrate",3,"No",0.532110693217612,0,0.0526315789473684,0,0.0138708237578416,0.00693541187892079,0.0669005098051204,0.00344351672481915,"Low"
"Tephrodornis affinis",0.000191482990970087,0.632820016050663,0.700950471014494,0.710161157783505,0.103010718987637,0.160877904690288,0.138593420287289,0.0173959987894778,0.0191111522623738,0.156665080715648,0.024684113555168,0.0815550303288572,NA,"Passeriformes","LC",0.000340503413014679,NA,3,0,"Woodland","Invertebrate",1,"No",0.266427003413654,0,0.105263157894737,0,0.0264009153269379,0.0132004576634689,0.0408732566599136,0.00337320883648109,"Low"
"Tephrodornis pondicerianus",0.0136371361135644,0.657176347603731,0.859440208301656,0.841512864302175,0.267964095539415,0.346824218254959,0.271149446543231,0.14685293497554,0.18468771078818,0.346178810348002,0.205637431206918,0.12150625402431,NA,"Passeriformes","LC",0.000393707071298222,2,4,0,"Forest","Invertebrate",4,"No",0.412742406786381,0,0.105263157894737,0,0.0264142162415088,0.0132071081207544,0.067571695068937,0.00508279125555917,"Medium"
"Tephrodornis virgatus",0.0140336784779565,0.736592092481496,0.751801752605197,0.721951578675081,0.197225723133329,0.250276865548358,0.400454933123516,0.31768133641129,0.321108101208268,0.444463422661287,0.358891130124844,0.11972143616905,NA,"Passeriformes","LC",0.000640572045733865,2,4,0,"Forest","Invertebrate",4,"No",0.450044693597267,0,0.105263157894737,0,0.0264759324851177,0.0132379662425588,0.0668775573235035,0.00555924161241561,"Medium"
"Tephrozosterops stalkeri",9.12565954771981e-06,0.750005093842666,0.625718791183202,0.561254592216891,0.0836800176785844,0.117824093171173,0.300106554895191,0.383828430430796,0.273225965780581,0.335205773885932,0.416516297705212,0.206512965495345,NA,"Passeriformes","LC",0.000303260852216198,NA,NA,0,"Forest","Omnivore",3,"No",0.384736561079023,0,NA,0,0.000101086950738733,5.05434753693664e-05,0.103261045577446,1.74379165678653e-05,"Very low"
"Terathopius ecaudatus",0.0411623145587842,0.780615602295906,0.784470904939918,0.763148902604865,0.1564467894599,0.206735507250384,0.518020576584036,0.425068060345447,0.516671783328376,0.609729756019365,0.5722279116682,0.224943075847219,NA,"Accipitriformes","EN",0.0509903860989482,1,1,0,"Woodland","Carnivore",6,"No",0.53331357944964,0.75,0,0,0.012747596524737,0.381373798262369,0.133052695203001,0.176329994899949,"Very high"
"Terpsiphone affinis",0.0112586144543317,0.726246027724979,0.728982802655484,0.705457245581618,0.181167667986048,0.232234819557925,0.378709969020571,0.352282026263981,0.322183485447134,0.441708097104681,0.379972476450101,0.133262520743723,NA,"Passeriformes","LC",0.00031709380336992,2,5,0,"Forest","Invertebrate",5,"No",0.444894461779252,0,0.131578947368421,0,0.0329740102929477,0.0164870051464739,0.0722605675990274,0.00680494765934178,"Medium"
"Terpsiphone atrocaudata",0.0033537092143399,0.667378660163072,0.710548529031133,0.652521031245548,0.198791900401116,0.24825494570661,0.731104186997726,0.311032436351277,0.425202587661132,0.650338298269762,0.398246201142056,0.116186118735194,NA,"Passeriformes","LC",0.000302196779050528,3,5,0,"Forest","Invertebrate",4,"No",0.499341877696943,0,0.157894736842105,0,0.0395492334052889,0.0197746167026445,0.0597699139747667,0.0092841085180462,"High"
"Terpsiphone cinnamomea",0.000316991862013143,0.74201582045115,0.699759099059167,0.646066642376145,0.0800453380019648,0.141265352763412,0.380218298379275,0.50536352340877,0.288195594046109,0.450042137333687,0.504087659320624,0.113268372660932,NA,"Passeriformes","LC",0.00036348739339317,3,3,0,"Forest","Invertebrate",5,"No",0.44370594651403,0,0.105263157894737,0,0.0264066613220325,0.0132033306610163,0.0567926822614724,0.00552568228686129,"Medium"
"Terpsiphone cyanescens",3.33429862992207e-05,0.633561542793053,0.767237513017309,0.624803725006358,0.0650202987621738,0.137673673542736,NA,0.240083891071658,0.190785494846049,NA,0.306195673123118,0.0719151488113498,NA,"Passeriformes","LC",0.000451876404354896,NA,NA,0,"Forest","Invertebrate",2,"No",0.370670226520307,0,NA,0,0.000150625468118299,7.53127340591493e-05,0.0359742458988245,2.69119243749352e-05,"Very low"
"Terpsiphone floris",0.000130062726045227,0.659424688932155,0.714429355213324,0.621597387531728,0.0703395861374622,0.11959666800826,0.337938753764717,0.221714580741637,0.175668576700231,0.370550014318013,0.280782317974285,0.117742443782251,NA,"Passeriformes","LC",0.000340503413014679,2,3,0,"Forest","Invertebrate",3,"No",0.357204192932181,0,0.0789473684210526,0,0.0198219679585168,0.00991098397925841,0.0589362532541479,0.00333159625560017,"Low"
"Terpsiphone incei",0.0203944339529169,0.786898567614668,0.760996770342131,0.684047944306295,0.299376544945741,0.325981813139725,0.558917074966659,0.261904475645895,0.439466340211012,0.561479899943463,0.344834137219639,0.1756074939471,NA,"Passeriformes","LC",0.00032986268135797,4,5,0,"Forest","Invertebrate",3,"No",0.502390356833523,0,0.184210526315789,0,0.0461350972492869,0.0230675486246434,0.0980009639500086,0.0104531892431642,"High"
"Terpsiphone paradisi",0.013448237186295,0.664590974648939,0.864804121257895,0.829815090569323,0.289243347636876,0.366521285445834,0.3183664673804,0.117022303342436,0.221303160446159,0.387194295914026,0.197675579141356,0.18940093986852,NA,"Passeriformes","LC",0.000320995404977379,2,5,0,"Woodland","Invertebrate",6,"No",0.425653662578325,0,0.131578947368421,0,0.0329749856933496,0.0164874928466748,0.101424588527408,0.00630616783748124,"Medium"
"Terpsiphone unirufa",0.000427474741669976,0.679347515701951,0.734853276133964,0.665286215931321,0.0966716109468043,0.154598890906662,0.403563790727471,0.280585360940106,0.271569103410365,0.452653361071374,0.379211559454605,0.102482866276316,NA,"Passeriformes","LC",0.000389450778635539,3,3,0,"Forest","Invertebrate",1,"No",0.411834068522462,0,0.105263157894737,0,0.0264131521683431,0.0132065760841715,0.051455170508993,0.00515905750897981,"Medium"
"Terpsiphone viridis",0.0418207186400336,0.769455357920057,0.811829631641204,0.747250386912264,0.209019862482452,0.257550876085553,0.496900068168929,0.307837027061032,0.486403287123983,0.540906365944935,0.476586636209019,0.331194764074373,NA,"Passeriformes","LC",0.000215474816048351,1,5,0,"Woodland","Invertebrate",6,"No",0.510373949954943,0,0.105263157894737,0,0.0263696581776963,0.0131848290888481,0.186507741357203,0.00547414665772698,"Medium"
"Tesia cyaniventer",0.00657799333739105,0.800736416551587,0.772578893120141,0.653227276349567,0.247479807104201,0.289147948813482,0.435632887748112,0.298795911928918,0.382322604022957,0.474916873177402,0.360910229207336,0.271345232014159,NA,"Passeriformes","LC",0.000115345531158722,3,5,0,"Forest","Invertebrate",3,"No",0.47157488480237,0,0.157894736842105,0,0.039502520593316,0.019751260296658,0.138961612675775,0.00801988228267349,"Medium"
"Tesia olivea",0.00574483551709504,0.801205821410804,0.758322081932032,0.601706511418714,0.260985694955386,0.294820795487264,0.539799969521307,0.292097011711491,0.430266301338702,0.545344040008745,0.365245887016669,0.375030689997616,NA,"Passeriformes","LC",7.4485121596961e-05,NA,NA,0,"Forest","Invertebrate",4,"No",0.488979411480111,0,NA,0,2.48283738656537e-05,1.24141869328268e-05,0.190387762757355,4.91457444532177e-06,"Very low"
"Tetrao urogalloides",0.0399006833181155,0.799671485267238,0.823677213931914,0.541950989444585,0.685286081531897,0.707115197555961,0.729893608723767,0.178112255746648,0.749264726978453,0.722217407472051,0.315100237510351,0.169410276209019,NA,"Galliformes","LC",0.0628548018961784,5,10,0,"Forest","Plant",2,"No",0.625228920416286,0,0.342105263157895,0,0.101240016263518,0.0506200081317591,0.104655479763567,0.0283368420199522,"Very high"
"Tetrao urogallus",0.063818575762246,0.78793133608565,0.824353929706252,0.56565282085958,0.685153603061165,0.705585821481408,0.64163854832573,0.160349472991955,0.611196750958976,0.649609707244038,0.273869698993596,0.1375743542032,NA,"Galliformes","LC",0.0653021701772214,4,12,0,"Forest","Plant",2,"No",0.590534168970835,0,0.368421052631579,0,0.1084308057022,0.0542154028511,0.100696464982723,0.0287921450250587,"Very high"
"Tetraogallus altaicus",0.00356104943798101,0.853675436845587,0.774501937518289,0.520756058955217,0.512221955996866,0.500651830790429,0.605706787691866,0.245411363834823,0.666585570274677,0.634358337608919,0.353793194610644,0.393886690489249,NA,"Galliformes","LC",0.0588645275249126,4,15,0,"Plains","Herbivore",2,"No",0.566766247412732,0,0.447368421052632,0,0.126558237144386,0.063279118572193,0.198723869963615,0.0287373425837824,"Very high"
"Tetraogallus caspius",0.00113076007814048,0.720415111256771,0.951240269743659,0.633294423214552,0.340698397423719,0.478011306954622,0.828251520066718,0.193150460014039,0.915268607195404,0.810064562706355,0.493198107259502,0.451247676142311,NA,"Galliformes","LC",0.0495432465936358,5,9,0,"Rocky","Plant",2,"No",0.636359276583534,0,0.315789473684211,0,0.0913331800694616,0.0456665900347308,0.226189218110226,0.0224872184996077,"High"
"Tetraogallus caucasicus",9.07157324736336e-05,0.7882106041808,0.864453163792068,0.371008593430676,0.384637830980346,0.474052007270634,0.800547666747286,0.258884184628855,0.851379456285899,0.8019260374991,0.449283824459664,0.567063779829097,NA,"Galliformes","LC",0.0431162446729837,5,8,0,"Rocky","Plant",2,"No",0.604438336927533,0,0.289473684210526,0,0.0831474822208775,0.0415737411104388,0.283577247780785,0.0180028175029386,"High"
"Tetraogallus himalayensis",0.00696159537698468,0.806283546256977,0.84196418137687,0.447700915758612,0.369968568463632,0.430438759799734,0.492539363247649,0.188106206409585,0.551940148557972,0.534852205443025,0.355895930056863,0.714518094997296,NA,"Galliformes","LC",0.0525120107258575,5,10,0,"Grassland","Plant",2,"No",0.501968982537092,0,0.342105263157895,0,0.0986543184709381,0.049327159235469,0.36073984518714,0.0158285314294041,"High"
"Tetraogallus tibetanus",0.00366047417790787,0.772756075521327,0.808927880822971,0.289800593418209,0.330636351684254,0.384224045447143,0.488435288975184,0.215793075412087,0.503471872367645,0.560354601247833,0.367532967769383,1,NA,"Galliformes","LC",0.0319434764334396,4,5,0,"Grassland","Plant",2,"No",0.472193275266604,0,0.184210526315789,0,0.0540385006873073,0.0270192503436536,0.501830237088954,0.0063558034284386,"Medium"
"Tetraophasis obscurus",0.000408475527534265,0.761734320302901,0.698419490257828,0.404373655532494,0.369559245059317,0.35127675922773,0.771222107152399,0.279613985952967,0.606066419439323,0.695538158014256,0.383118403837373,0.674585175170177,NA,"Galliformes","LC",0.0176352392657186,3,5,0,"Forest","Plant",4,"No",0.532092254477659,0,0.157894736842105,0,0.043882494026956,0.021941247013478,0.337496825348856,0.0077345705913267,"Medium"
"Tetraophasis szechenyii",0.00173327853390808,0.819762024743824,0.749118828719482,0.322388819006335,0.247279759155024,0.278781016718003,0.511834362528691,0.221817857950943,0.400266748088347,0.502968746601541,0.348998881940571,0.877662646321941,NA,"Galliformes","LC",0.0248141862234447,2,5,0,"Forest","Plant",3,"No",0.440321704545276,0,0.131578947368421,0,0.0390982833979664,0.0195491416989832,0.439697962427925,0.00482303029402279,"Low"
"Tetrastes bonasia",0.0845755514358826,0.787367036483198,0.809793970362595,0.566914983061597,0.643694698960713,0.657186446119017,0.683549555719023,0.164487465741075,0.618204385314044,0.665695491374585,0.282258305485467,0.14711053838632,NA,"Galliformes","LC",0.00808695605909862,5,14,0,"Woodland","Plant",2,"No",0.587915233862132,0,0.447368421052632,0,0.113863844277933,0.0569319221389663,0.115843044911101,0.0295937450440312,"Very high"
"Tetrastes sewerzowi",0.00131337841777863,0.795394392162381,0.714011955023172,0.384000007744667,0.296892063348335,0.299405186700638,0.646652055098842,0.27306544196933,0.498502025532894,0.615458497414005,0.378793222240665,0.761056795618186,NA,"Galliformes","NT",0.0070760865517113,5,8,0,"Forest","Plant",2,"No",0.490217484723493,0.25,0.289473684210526,0,0.0741374426905594,0.16206872134528,0.381185087017982,0.049164177091959,"Very high"
"Tetrax tetrax",0.0407365890647963,0.807834381909115,0.848148782644176,0.729015109963168,0.449786251381327,0.493900469587116,0.552777434574849,0.169475885244917,0.591949546837447,0.561204971666974,0.339048141841882,0.225150036885794,NA,"Otidiformes","NT",0.0178054909722259,2,6,0,"Grassland","Omnivore",2,"No",0.554314097565097,0.25,0.157894736842105,0,0.0439250569535828,0.146962528476791,0.132943312975295,0.0706333868869921,"Very high"
"Thalasseus bengalensis",0.0716858237177676,0.119518920089698,0.117492126411873,0.674443054364301,0.0966372518263018,0.0234001511427145,0.333551004951042,0.144704690680877,0.15278791719419,0.457794425345345,0.191686179540298,0.0444085350302906,NA,"Charadriiformes","LC",0.00443186473501918,1,2,0,"Coastal","Fish",1,"No",0.231201572154664,0,0.0263157894736842,0,0.00768691355217585,0.00384345677608792,0.0580471793740291,0.000837031756473054,"Very low"
"Thalasseus bergii",0.141507211255392,0.131295029812882,0.131594762917942,0.735024318007988,0.124560336810038,0.0294224611113099,0.464551493209022,0.139326765533761,0.164281425506003,0.536133903176924,0.192140845541232,0.04632680353949,NA,"Charadriiformes","LC",0.00774113228025559,1,3,0,"Coastal","Fish",4,"No",0.26483313416271,0,0.0526315789473684,0,0.015093177806906,0.007546588903453,0.0939170073974411,0.00181088550105359,"Low"
"Thalasseus bernsteini",1.45318922994624e-08,0.628603494511243,0.596742983880212,0.628676313786524,0.0767577541223586,0.112038329118193,0.575475325716652,0.545770281501471,0.327310175857254,0.590756424512337,0.546585423749111,0.0900747846277548,NA,"Charadriiformes","CR",0.00587368387450321,1,1,0,"Coastal","Fish",3,"No",0.462871650675535,1,0,0,0.0014684209686258,0.500734210484313,0.0450373995798235,0.221337097068846,"Very high"
"Thalasseus sandvicensis",0.0209601564159186,0.436377682383793,0.498020654327101,0.804072017900875,0.42955452607283,0.286865201726701,0.671062398473186,0.149052038906789,0.48644620259014,0.642989356261541,0.286181305289884,0.0545496469758148,NA,"Charadriiformes","LC",0.00467128119729513,1,2,0,"Coastal","Fish",1,"No",0.469062138393284,0,0.0263157894736842,0,0.00774676766774483,0.00387338383387242,0.0377549016958667,0.00174826241992676,"Low"
"Thaumatibis gigantea",0.000148392024931957,0.758009594215163,0.786620739319474,0.769647289746231,0.203950990863458,0.259778243040001,0.260077079022537,0.285608383619079,0.317617446013293,0.359947309374822,0.358819311706812,0.0751411091942846,NA,"Pelecaniformes","CR",0.0747192176934086,2,3,0,"Wetland","Invertebrate",2,"No",0.436007638692087,1,0.0789473684210526,0,0.0384166465286153,0.519208323264308,0.0376447506096083,0.217856821734077,"Very high"
"Threskiornis aethiopicus",0.0524756053249779,0.764328282603491,0.848321638224535,0.745082885214969,0.166032187369034,0.239393442199058,0.482932267780249,0.305131776356258,0.455062528747338,0.51930442940523,0.465265756825808,0.143389353416856,NA,"Pelecaniformes","LC",0.0323052613097677,2,3,0,"Wetland","Invertebrate",4,"No",0.499085519472597,0,0.0789473684210526,0,0.0278131574327051,0.0139065787163525,0.0979324793709169,0.00626086463238098,"Medium"
"Threskiornis moluccus",0.0178387674380177,0.70153467783831,0.589903051562291,0.65429233199902,0.107206676497096,0.126318491251806,0.379620718007076,0.493787103338993,0.315966076793458,0.439249719148957,0.46966033168213,0.0916735273451573,NA,"Pelecaniformes","LC",0.0402432471256724,1,4,0,"Wetland","Carnivore",4,"No",0.427753917811914,0,0.0789473684210526,0,0.0297976538866812,0.0148988269433406,0.0547561473915875,0.00602406893842393,"Medium"
"Threskiornis spinicollis",0.000526791387339005,0.637334750500487,0.649106841719201,0.703770528555589,0.13232142934956,0.163789564554473,NA,0.314655889951147,0.289106093962164,NA,0.361920867046535,0.0492353876001553,NA,"Pelecaniformes","LC",0.0284320349867257,2,5,0,"Grassland","Invertebrate",6,"No",0.406500745704894,0,0.131578947368421,0,0.0400027455887867,0.0200013727943933,0.0248810894937472,0.00792827544268775,"Medium"
"Tichodroma muraria",0.0341159550875512,0.78850390141029,0.809362161665821,0.570681989265748,0.353361767029747,0.396856014560825,0.521179059436546,0.215694057392814,0.50349400954071,0.54295826536349,0.345074001955891,0.503264409971242,NA,"Passeriformes","LC",0.000266018291417718,3,5,0,"Rocky","Invertebrate",3,"No",0.504716522762188,0,0.157894736842105,0,0.0395401887833807,0.0197700943916904,0.268690182529397,0.00729722384900555,"Medium"
"Tickellia hodgsoni",0.00194966269653378,0.832056242688863,0.733216785346137,0.569638465803584,0.239886675736632,0.263588403826939,0.539349077101983,0.354910142158687,0.465951674637603,0.545914406082744,0.422585019830477,0.382947586621261,NA,"Passeriformes","LC",1.06407316567087e-05,3,3,0,"Forest","Invertebrate",3,"No",0.496709689321365,0,0.105263157894737,0,0.0263184496565984,0.0131592248282992,0.192448624658897,0.00527840974489666,"Medium"
"Timalia pileata",0.00817054908262591,0.769699017470596,0.801291048553986,0.722306894502476,0.230007994782954,0.287774322373743,0.384789998163509,0.272508301408681,0.323727850498288,0.435466904227359,0.326746815192808,0.154867324442238,NA,"Passeriformes","LC",0.000319221949701261,2,5,0,"Shrub","Invertebrate",6,"No",0.45543191471744,0,0.131578947368421,0,0.0329745423295306,0.0164872711647653,0.0815189367624318,0.00689671767989945,"Medium"
"Timeliopsis fulvigula",0.000395134396226679,0.62472016003951,0.431650316179056,0.496150224264691,0.104506784656715,0.0873193450449409,NA,0.600110117435985,0.324338910640525,NA,0.493144102875185,0.375700437128939,NA,"Passeriformes","LC",0.000305034307492316,1,1,0,"Forest","Invertebrate",1,"No",0.395242495142076,0,0,0,7.6258576873079e-05,3.81292884365395e-05,0.188047785762583,1.22363757144162e-05,"Very low"
"Timeliopsis griseigula",0.000490494658850467,0.703648505721659,0.518982377815108,0.658210239613343,0.09179089025265,0.100223492417914,0.307908211353241,0.663540692630589,0.347359028644787,0.470079734026731,0.558026268055702,0.0882699502070541,NA,"Passeriformes","LC",0.000674196757769064,NA,NA,0,"Forest","Omnivore",2,"No",0.441976944053172,0,NA,0,0.000224732252589688,0.000112366126294844,0.0443802224329523,4.74591716049888e-05,"Very low"
"Todiramphus australasia",0.000129962712982419,0.69833963333366,0.786195663826082,0.635334554129906,0.0811284105180085,0.144116980678904,0.362363207694675,0.28962010627615,0.295359391429294,0.426072249185763,0.440152377591743,0.0932700391715037,NA,"Coraciiformes","LC",0.000859771117862064,NA,NA,0,"Forest","Invertebrate",3,"No",0.415868257466419,0,NA,0,0.000286590372620688,0.000143295186310344,0.0467000009422431,5.6808976740481e-05,"Very low"
"Todiramphus chloris",0.0111841628232242,0.704746075700162,0.69433863479156,0.685760628113716,0.121714132299899,0.172296441505402,0.307102547104273,0.416377951425541,0.306537386667596,0.396553269233789,0.436254583885704,0.0989914613154558,NA,"Coraciiformes","LC",0.00138152166009602,2,5,0,"Coastal","Invertebrate",7,"No",0.424168165072764,0,0.131578947368421,0,0.0332401172571293,0.0166200586285646,0.05508781206934,0.00666134723570142,"Medium"
"Todiramphus diops",7.22344989054808e-05,0.954969517490932,0.884907751626521,0.588081150018326,0.0427432109738842,0.143068751972888,0.391046218595698,0.833193116737759,0.384370732797694,0.429135849837827,0.809253684715732,0.0958752034986589,NA,"Coraciiformes","LC",0.000941704751618721,NA,NA,0,"Woodland","Invertebrate",3,"No",0.546076998476726,0,NA,0,0.000313901583872907,0.000156950791936454,0.0479737189987822,8.1595523406966e-05,"Very low"
"Todiramphus macleayii",0.000844657844629001,0.626575168946916,0.554446233779222,0.692613929908419,0.125077849103228,0.127985149347122,0.391454362923655,0.36868129240231,0.28274197888499,0.441086605527004,0.381825420992344,0.0497206773141964,NA,"Coraciiformes","LC",0.000695549159293526,3,6,0,"Riparian","Invertebrate",5,"No",0.399248799181521,0,0.184210526315789,0,0.0462265188687707,0.0231132594343854,0.0252826675794127,0.00899463410772414,"High"
"Todiramphus nigrocyaneus",0.00133455172214439,0.655688900616644,0.500337836448541,0.673093682109778,0.112787791830391,0.107783197863493,0.37879802508143,0.547543890992806,0.325491643965746,0.5110236108943,0.478389786636972,0.0832770020042416,NA,"Coraciiformes","NT",0.00106939353149923,NA,NA,0,"Forest","Carnivore",4,"No",0.42909383664401,0.25,NA,0,0.000356464510499742,0.12517823225525,0.042305776863193,0.0514408289528891,"Very high"
"Todiramphus sanctus",0.00648477790158229,0.691740228790337,0.606331431401184,0.660797983925842,0.101544568557421,0.131033825701741,0.378989979811032,0.504840354578369,0.317695826358998,0.435346531552854,0.483714305892968,0.102559460239214,NA,"Coraciiformes","LC",0.000872539995850115,3,7,0,"Woodland","Invertebrate",7,"No",0.431203503657074,0,0.210526315789474,0,0.0528497139463309,0.0264248569731655,0.0545221190703982,0.010773239120299,"High"
"Todiramphus saurophagus",0.000386394141316911,0.803176060900638,0.658983225203035,0.608987715999145,0.0573304873792257,0.104343826186166,0.349477214974469,0.729756178563567,0.339608493530447,0.449607791932279,0.656522490048248,0.077442463226466,NA,"Coraciiformes","LC",0.00254668177650563,2,4,0,"Coastal","Carnivore",3,"No",0.475779348471722,0,0.105263157894737,0,0.0269524599178106,0.0134762299589053,0.0389144286838915,0.00616220380385127,"Medium"
"Todiramphus winchelli",0.000386167919467625,0.715489227211191,0.70015809021264,0.6514476810505,0.07919438733243,0.140397423437744,0.37527203903286,0.44496622466917,0.265107956136988,0.442753743143685,0.457989723760139,0.0995790070789189,NA,"Coraciiformes","VU",0.00135456513989902,NA,NA,0,"Forest","Invertebrate",1,"No",0.427277649598735,0.5,NA,0,0.000451521713299673,0.25022576085665,0.0499825874991933,0.101571942892249,"Very high"
"Torgos tracheliotos",0.0428162565950867,0.717729430446738,0.957868473522076,0.927505793581982,0.180110588191442,0.28788417589408,0.618819845834012,0.330248429893888,0.703775578735899,0.61004894715963,0.672264152325962,0.20546333645089,NA,"Accipitriformes","EN",0.157397702666035,1,2,0,"Savanna","Scavenger",4,"No",0.600625541558571,0.75,0.0263157894736842,0,0.0459283730349299,0.397964186517465,0.124139796522988,0.209354635414906,"Very high"
"Toxorhamphus novaeguineae",0.0013340854133269,0.653281406649456,0.476528528198858,0.675311463281847,0.109033086016558,0.097770828498365,0.379944200017846,0.580894468830368,0.329664437095073,0.493476235093913,0.496937222097709,0.079212784025448,NA,"Passeriformes","LC",0.000157482828519289,NA,NA,0,"Forest","Invertebrate",2,"No",0.429284187577999,0,NA,0,5.24942761730963e-05,2.62471380865482e-05,0.0402734347193874,1.08137011751411e-05,"Very low"
"Toxorhamphus poliopterus",0.000517112246478159,0.59891679713377,0.406968621701983,0.540989722206601,0.109973676820134,0.0834624736245296,NA,0.572674881685153,0.318348893890195,NA,0.469971782062656,0.314622659257129,NA,"Passeriformes","LC",0.000179473673943153,1,1,0,"Forest","Invertebrate",3,"No",0.387663356140628,0,0,0,4.48684184857882e-05,2.24342092428941e-05,0.157569885751804,7.32654802313445e-06,"Very low"
"Tragopan blythii",0.000386362174705944,0.82855370706945,0.743774460609204,0.547175133287244,0.245016377688855,0.270527886101332,0.620526406525893,0.338604825717642,0.479973189822572,0.558818431564244,0.421310520027847,0.396194734097903,NA,"Galliformes","VU",0.0313405016395595,2,6,0,"Forest","Herbivore",4,"No",0.505428093841428,0.5,0.157894736842105,0,0.0473088096204162,0.273654404810208,0.198290548136305,0.110886538128829,"Very high"
