species,iucn_category,area_global,pa_count,pa_quality_mean,mhw_freq,mhw_total_days,mhw_max_int,mhw_mean_int,mhw_cum_int,slope_intensity,slope_freq,slope_cum,slope_max,slope_total,dem_mean,dem_range,order,svl,hll,fll,hl,hw,tl,Exposure,iucn_num,Trait_sensitivity,Sensitivity,Suitability,Risk_index,Risk_level
Nyctibatrachus major,EN,0.000214433439691493,0.25,0.919457787721261,0.510701947101711,0.642778902241732,0.715615924296554,0.198028397951638,0.240983026742383,0.468105666350008,0.310064554164014,0.288067270265723,0.371479437260173,0.439388745941811,0.120567132962704,0.124986377342116,Anura,0.0926845415425356,NA,0.114418116822738,0.145768390314623,0.178832001754236,0.0747663551401869,0.418521387231575,0.75,0.121293881114864,0.435646940557432,0.283045146293155,0.130720630472531,Very high
Nyctibatrachus mewasinghi,DD,7.54579808179099e-07,0,NA,0.405063262319663,0.537005164781895,0.658629063048611,0.104243225784912,0.133480829068259,NA,0.260371685622145,0.171023336114214,NA,0.281340005155562,0.0871075252701911,0.0455623982943826,Anura,0.0386921181396888,NA,0.0417999527518796,0.0410027422807161,0.0554506377861025,0.0245835026472978,0.318894571486908,NA,0.040305790721137,0.040305790721137,0.0331676695360955,0.0124269839245733,Very low
Nyctibatrachus minor,EN,2.93109329644821e-05,0.25,0.990569332867621,0.511392381867046,0.631988268484539,0.678696200894018,0.192542656239207,0.235510808577647,NA,0.332155920798833,0.298958762621674,NA,0.444756496088306,0.137885169051998,0.0232544107977802,Anura,0.0308948471808452,NA,0.0247133259144548,0.050016429913979,0.05180311674171,0.0195042665583096,0.415750186946409,0.75,0.0353863972618597,0.39269319863093,0.280347644730073,0.117492077667199,High
Nyctibatrachus periyar,EN,0.000203765271016575,0.375,0.728288142452449,0.38312235051795,0.640402877293625,0.659367228352596,0.270232320206506,0.323401534229929,0.411533980038733,0.264734174181951,0.214000111110877,0.324330406572106,0.347633269202036,0.21509723873958,0.11625014194659,Anura,0.0500937879289419,NA,0.0543900988465185,0.0788306772567654,0.0860580969698068,0.034741974806989,0.383875825170631,0.75,0.0608229271618043,0.405411463580902,0.286967857681927,0.110967523896284,High
Nyctibatrachus pillaii,EN,3.02239339897546e-05,0.125,1,0.538396632673266,0.609549301006897,0.687688784560554,0.197113247128665,0.227921857720639,NA,0.286137633486532,0.279012908598912,NA,0.411218441922758,0.160847966582491,0.0589597711113728,Anura,0.0476663356504469,NA,0.0510177382860567,0.0761709005789698,0.0836792788984112,0.0341324664770419,0.404629850887278,0.75,0.0585333439781853,0.404266671989093,0.268967592325571,0.119581084697663,High
Nyctibatrachus poocha,NT,7.05764308801467e-05,0.375,0.727093596059113,0.415189863313297,0.604130810379632,0.59307348131158,0.231994626887075,0.260103598218975,0.427898584059591,0.277084733290227,0.219832631965595,0.340515477742621,0.368528033972113,0.274939858778947,0.160692932605385,Anura,0.061900033101622,NA,0.0645071805279038,0.0956759295494714,0.107467459612367,0.0465258025193011,0.37383518411407,0.25,0.0752152810621331,0.162607640531067,0.307559392774865,0.0420923962409729,Medium
Nyctibatrachus robinmoorei,DD,9.85181766658414e-07,0,1,0.481012696888257,0.617708955034803,0.630665367545491,0.179626912731069,0.21717544530936,NA,0.319265281837722,0.277584162964398,NA,0.436863362172994,0.203627718838062,0.0205473264126479,Anura,0.0231711353856339,NA,0.0139217721209772,0.025635143700852,0.0341998630133825,0.00812677773262901,0.394987773060512,NA,0.0210109383906949,0.0210109383906949,0.244835206086495,0.00626716077765964,Very low
Nyctibatrachus sanctipalustris,EN,3.50866383977545e-06,0.125,1,0.412151896203678,0.610212264297364,0.690106387263719,0.273013809377159,0.289347432584043,0.340442109895644,0.260371685622145,0.155899468598054,0.234295369596749,0.272359511090992,0.190704632651838,0.0594163252561126,Anura,0.0610173231821693,NA,0.072600845873012,0.104985147921756,0.113652386597996,0.0493701747257213,0.353819993452955,0.75,0.0803251756601309,0.415162587830065,0.275024893314358,0.106493640829013,High
Nyctibatrachus sylvaticus,EN,2.52005303818339e-05,0.25,0.63265306122449,0.448101269688826,0.640657862437028,0.636690218126047,0.241140280167419,0.274475901186733,0.427439209410482,0.260371685622145,0.181515622664737,0.268541238290966,0.300614946006205,0.218917829157403,0.00718211997355881,Anura,0.0611276619221008,NA,0.0685540132004579,0.0912429684198119,0.114128150212275,0.0412433969930922,0.367954823360059,0.75,0.0752592381495476,0.412629619074774,0.221755642177167,0.118160108208836,High
Nyctibatrachus webilla,EN,1.7607618320664e-06,0.125,1,0.402531631159832,0.68693820769098,0.517553494651005,0.287224772065627,0.354991406796719,NA,0.368449395027571,0.288276552158569,NA,0.458415289162132,0.305441913542518,0.103952136726105,Anura,0.033101621979477,NA,0.0280856864749166,0.0389340270898304,0.0522788803559892,0.0176757415684681,0.420547593589054,0.75,0.0340151914937363,0.392007595746868,0.306879162206091,0.114266411843594,High
Nyctimystes fluviatilis,LC,0.00515787796734834,0.125,1,0.285180771958241,0.0831022183245795,0.709525964818774,0.157893307393376,0.0602848261194132,NA,0.644099856080672,0.314903810718293,NA,0.554748092752617,0.0699400821542193,0.188253953613739,Anura,0.100849608297473,NA,NA,0.119613919649632,0.146480075983255,0.0904104022754978,0.351217356020746,0,0.114338501551465,0.0571692507757323,0.277670382747061,0.0145035358302765,Very low
Occidozyga lima,LC,0.228975873318084,0.875,0.564998066957114,0.586485055071328,0.624017585534138,0.752532222595283,0.286413330975289,0.33332636,0.497632268031929,0.433274594264672,0.334804882661255,0.429271351651395,0.489696447378866,0.101637295721547,0.388686115269274,Anura,0.0470043032108573,0.173321502514049,NA,0.0531195027047406,0.0603668617987342,0.0314912637139374,0.476745409784515,0,0.0730606867884638,0.0365303433942319,0.431859470253204,0.00989454998582922,Very low
Occidozyga semipalmata,LC,0.00928148739409317,0.875,0.304778488884869,0.84064788917668,0.76321342371132,0.575969798211228,0.115420424363329,0.225116079011222,0.437968966519895,0.850201769940679,0.415646436663245,0.471752220818617,0.819592173048305,0.141942108286742,0.368436934590224,Anura,0.0575085512523447,NA,NA,0.0855687781738478,0.0942412311354077,0.0379520520113775,0.551552918146452,0,0.0688176531432444,0.0344088265716222,0.339887803831185,0.0125277998369619,Very low
Occidozyga tompotika,CR,6.5373076383899e-06,0,NA,1,1,0.594566349484209,0.0614124598850098,0.233206606030142,NA,0.999576932176715,0.441770936565537,NA,1,0.0964304105091208,0.0312317975701152,Anura,0.0635330464526095,NA,NA,0.0923955383135234,0.0945266893039752,0.0416497358797237,0.666316660517702,1,0.0730262524874579,0.536513126243729,0.0319171863467186,0.346077635152374,Very high
Odorrana absita,LC,0.0017355452924429,0.5,0.801078640411389,0.853920081895776,0.71585268898674,0.628348341041848,0.236579380818515,0.32551562795851,0.607158223194445,0.650012018757237,0.489654971754039,0.570322025820703,0.708857271779852,0.201131853086426,0.157066755919218,Anura,0.105042480414874,NA,NA,0.129366434134883,0.140770912611906,0.117431938236489,0.578622063200767,0,0.123152941349538,0.061576470674769,0.332202558941895,0.0237932919355798,Low
Odorrana amamiensis,EN,7.78389876292039e-05,0.375,0.369303423848879,0.438481004644979,0.721973614157685,0.563228452973898,0.0776506821227938,0.155269742276001,NA,0.312210816319958,0.317845613535315,NA,0.547247432241681,0.028918770774162,0.0481919047402422,Anura,0.132185810438045,0.666628216503993,0.56429776030946,0.197150842768506,0.178812971209664,0.144321414059325,0.391738419784039,0.75,0.313899502548166,0.531949751274083,0.164298387670182,0.174147809992876,Very high
Odorrana anlungensis,EN,0.000228376400524299,0,NA,0.82126582168826,0.509542940376897,0.700813426632497,0.502284921975682,0.417843507228068,0.557836800480105,0.607159284319797,0.535594412292201,0.801540896627203,0.599297711438194,0.264235709613589,0.115400319674049,Anura,0.100959947037405,0.530908015380065,NA,0.143995205862759,0.140770912611906,0.0989435188947582,0.605317972305891,0.75,0.203115519957379,0.476557759978689,0.0949661014220406,0.261074202834133,Very high
Odorrana aureola,LC,0.00556903382958491,0.375,0.224476295479603,0.493187211533839,0.764360939007983,0.769370649036933,0.339072781603243,0.449239137868492,0.473305263581497,0.29251937536903,0.220927752066914,0.366226707672576,0.34853399295559,0.185128501502382,0.168564371804719,Anura,0.163853028798411,NA,NA,0.232654428455948,0.231641762939218,0.187931735067046,0.45167438106961,0,0.204020238815156,0.102010119407578,0.191747640523258,0.0372405164504949,Medium
Odorrana banaorum,LC,0.00984872541615677,0.625,0.717302031471454,0.740412016767646,0.700884581685782,0.707105820135657,0.258424030736834,0.339165472255666,0.572951236533654,0.571895274201137,0.465413003846346,0.554048091548907,0.653957371470636,0.117467374883173,0.174849446993501,Anura,0.147853911508331,NA,NA,0.290282923141521,0.208329345839541,0.163348232425843,0.556425689918226,0,0.202453603228809,0.101226801614405,0.328893515752857,0.0378002021994525,Medium
Odorrana chapaensis,LC,0.00391847072040557,0.625,0.771790367187907,0.783996170124424,0.535807080648831,0.643547911197487,0.30820599287161,0.303829777021879,0.612638665880881,0.517004776886636,0.455035821595283,0.552528731848782,0.554685331102424,0.225767981457212,0.257703724770224,Anura,0.180734856007944,NA,NA,0.264128452476531,0.241157035224801,0.1834620073141,0.526728025917824,0,0.217370587755844,0.108685293877922,0.37683610882715,0.0356746311257696,Medium
Odorrana exiliversabilis,LC,0.0101785189271436,0.375,0.969601512049141,0.626936798874941,0.732080205552737,0.744076774963829,0.423762873465694,0.512761818351943,0.68712513567858,0.420664899387962,0.507329444032807,0.616238475948449,0.542516964390558,0.123945163941572,0.203245361508727,Anura,0.107028577733642,0.541259982253771,NA,0.150644647557249,0.146480075983255,0.111133685493702,0.58134933906475,0,0.211309393804324,0.105654696902162,0.336394111285317,0.0407601921565823,Medium
Odorrana fengkaiensis,LC,0.00336487744171449,0.375,0.891292852736406,0.751938710449119,0.491397169413144,0.741223705167408,0.317304630657485,0.264791458473564,0.6082292414822,0.469715429569048,0.386989708980855,0.556300341513347,0.486564544879223,0.0882540328556842,0.104106598445415,Anura,0.146088491669425,NA,NA,0.221128729518834,0.210232400296658,0.150751726940268,0.507445494058539,0,0.182050337106296,0.0910251685531481,0.292403672295844,0.0326840948836348,Medium
Odorrana grahami,VU,0.0249590722386392,0.5,0.955479016227889,0.705475538095585,0.539428193504364,0.516100722860778,0.406412074447607,0.376508395014935,0.5830682821642,0.477993590583091,0.446424437506167,0.553897836106997,0.534923936879476,0.447340281700069,0.610718678212992,Anura,0.171135385633896,0.789115646258503,NA,0.23575750124671,0.24686619859615,0.168833807395368,0.51402330071632,0.5,0.322341707826125,0.411170853913063,0.507699409675918,0.104048418733143,High
Odorrana graminea,LC,0.129899941658022,0.5,0.938585138469976,0.659534436652309,0.638964161605267,0.719558041807163,0.394317888041699,0.422564723710376,0.607892972642608,0.392476023418389,0.435769924884846,0.519422981009272,0.505313004588714,0.139198767497072,0.487115864581938,Anura,0.143330023171135,0.714285714285714,NA,0.210046326694685,0.205474764153866,0.158472165786266,0.529581415836064,0,0.286321798818333,0.143160899409167,0.438959942441401,0.0425354493385226,Medium
Odorrana hainanensis,VU,0.000831412462211733,0.25,0.963174603174603,0.756399441246896,0.654707718021913,0.670289221273763,0.18469868419989,0.234512284743666,0.621788513127516,0.551433292936025,0.444322824927928,0.58169680333285,0.684101743387814,0.102534328840969,0.100093931381377,Anura,0.168487255875538,NA,NA,0.253489345765348,0.244963144139034,0.175335229581471,0.538395052719826,0.5,0.210568743840348,0.355284371920174,0.283326855171832,0.137087638672275,Very high
Odorrana huanggangensis,LC,0.0255137315013342,0.25,0.950215002388916,0.701464963218219,0.69483409189071,0.742121993497908,0.364887324258247,0.424570730774573,0.631718984627202,0.412598078814781,0.463338141648331,0.557522358937606,0.538454362848618,0.109868693848189,0.208123017558803,Anura,0.122891893501048,NA,NA,0.181671965498175,0.184131276454984,0.128207732933767,0.55315110305162,0,0.154225717096994,0.0771128585484968,0.308744089059448,0.0294855642682367,Low
Odorrana indeprensa,VU,0.000284933033591766,0.25,0.99981068494188,0.557637125740689,0.693389431535053,0.721955917778661,0.254830957724903,0.332126125444818,0.559358377284574,0.332178334442998,0.286806760886561,0.438200221718487,0.422346949484802,0.127217455205627,0.076741506920653,Anura,0.164956416197727,NA,NA,0.246839904070859,0.233544817396335,0.18772856562373,0.459883020204155,0.5,0.208267425822163,0.354133712911081,0.29081091602035,0.115498591980135,High
Odorrana lipuensis,VU,0.000112091780304922,0.375,0.612244897959184,0.707341766458275,0.445591897831248,0.734686124403295,0.330528904138451,0.257979973646313,0.630452786168273,0.47096127430198,0.379848819334067,0.564267665849625,0.466176592041422,0.1188402929617,0.0479031287089467,Anura,0.097429107359594,0.422656018929311,0.119139421607385,0.132469506925645,0.136964803697673,0.0926452661519707,0.498783580417295,0.5,0.166884020778596,0.333442010389298,0.230820082282027,0.127926465536099,High
Odorrana supranarina,EN,4.16649789983797e-05,0.5,0.288359788359789,0.211392395749647,0.576400834459352,0.550151311126928,0.0256831083629165,0.0789820049541249,NA,0.359675375720335,0.296404990167088,NA,0.602414716279345,0.0278489788035606,0.0230769931920382,Anura,0.140792232152709,0.621920141969831,0.580116829226474,0.219351998698066,0.192789003142728,0.129331166192605,0.337638092102467,0.75,0.314050228563735,0.532025114281868,0.167865485066877,0.149477941033563,Very high
Odorrana swinhoana,LC,0.00141216169139743,0.625,0.390419762374996,0.588640908245365,0.582017293571063,0.521699155564356,0.170196855211175,0.19677328163225,0.38379727807964,0.443300866921713,0.328947377094179,0.386835977490067,0.52784232420927,0.208805789363171,0.33722681169354,Anura,0.137482069954761,0.656314699792961,NA,0.207829846129856,0.197386782711121,0.122917513206014,0.413005131801908,0,0.264386182358943,0.132193091179471,0.312572905024621,0.0375310618653297,Medium
Odorrana tianmuii,LC,0.00700120865895802,0.25,0.940281030444964,0.532501066559507,0.751520292686339,0.756424405142867,0.485122530540215,0.607849437805509,0.817088219105961,0.423544741643014,0.636323803916102,0.725327329020043,0.587086371888754,0.0721018192147127,0.139998344132066,Anura,0.118834822906322,0.551316178645371,NA,0.161283754268431,0.164559093325862,0.116822429906542,0.632278819830831,0,0.222563255810506,0.111281627905253,0.28187648049014,0.0505279007052992,Medium
Odorrana tiannanensis,LC,0.018622699779422,0.625,0.778276429055034,0.796739726281044,0.606658151252335,0.705259517432757,0.315584126927444,0.338399128101559,0.605840495805709,0.525320308516966,0.456559450114272,0.545758387732727,0.575023226718252,0.154692083596974,0.229067578475332,Anura,0.1582257530619,0.821354628808045,NA,0.304468398756432,0.235447871853451,0.177570093457944,0.547114251888306,0,0.339413349187554,0.169706674593777,0.361131758181352,0.0593182392511024,Medium
Odorrana tormota,LC,0.00230411994576577,0.25,0.939785121941256,0.535256745416457,0.734355928276797,0.757785870445113,0.494040682103843,0.602148598097521,0.789244868556839,0.43873550722059,0.607845413760268,0.71024303592561,0.563764090535623,0.0784743279834457,0.121791618123862,Anura,0.0927948802824672,0.431233362910382,NA,0.135129283603441,0.119361549969345,0.0916294189353921,0.623342074033866,0,0.174029699140205,0.0870148495701027,0.278471037598866,0.0391357430443246,Medium
Odorrana wuchuanensis,VU,3.25493077519882e-06,0,NA,0.627848095466763,0.586249760268278,0.666867865547497,0.400574090849848,0.383752224700284,0.583265302218926,0.308597505869928,0.380881249674004,0.504765672639824,0.448838102782968,0.189624491363607,0.0395129655606147,Anura,0.16374269005848,0.736764270925762,NA,0.232211132342983,0.216893090896565,0.154611946363267,0.489163987001832,0.5,0.300844626117411,0.400422313058706,0.0572851779637492,0.184651602729234,Very high
Ommatotriton nesterovi,LC,0.00663846687901371,0.125,1,0.648212612264032,0.748993322757265,0.629106469191411,0.580372175221751,0.681504022325606,0.866260374163104,0.514059964343197,0.945825531908356,0.995070408550239,0.738072821921198,0.183928367257941,0.282473722112943,Caudata,0.10824230387289,NA,0.246277414736793,0.0945676892670565,0.0634593252915485,0.195449004469728,0.734747770264616,0,0.141599147527603,0.0707995737638016,0.31960811124998,0.035393869677621,Medium
Onychodactylus fischeri,NT,0.0025489408654544,0.5,0.167678610752823,0.519574909706537,0.535371119922185,0.534669978729723,0.630738677324326,0.563682906265913,0.567593934382051,0.276527182826804,0.348084675298702,0.371185583302645,0.379549075141133,0.10065246289629,0.146912618798956,Caudata,0.14090257089264,NA,0.231459936906236,0.121480196285219,0.0796305305408959,0.297678789110118,0.472697804290002,0.25,0.174230404747022,0.212115202373511,0.183558526662705,0.0818616395194828,High
Onychodactylus japonicus,LC,0.00640598066876269,0.75,0.652298246351823,0.485087670937878,0.6986846507869,0.585723021125817,0.539421780602027,0.593256027754746,0.798287331349745,0.314442657127292,0.621996811087189,0.6967001243906,0.51558073598599,0.174973153969603,0.345221102024831,Caudata,0.130641068079003,NA,0.238587083714716,0.111688671742027,0.0624963797362476,0.284309223892727,0.584918081114818,0,0.165544485432944,0.082772242716472,0.385779696603004,0.0297374645517467,Low
Onychodactylus kinneburi,VU,0.000407786563430094,0.375,0.653505786249149,0.525670880452618,0.730862488877538,0.564446050203585,0.397685725736619,0.479983069308092,0.692982435614567,0.267164985190813,0.460482366960498,0.561027935203439,0.488090153984948,0.173868807457871,0.119571875097524,Caudata,0.156018978263268,NA,0.259480880803113,0.128169534629875,0.0845423140947135,0.322317350670459,0.516839609153272,0.5,0.190105811692286,0.345052905846143,0.264470851073595,0.131172068447968,Very high
Onychodactylus zhaoermii,NT,0.0017597230823202,0.25,0.9469941822883,0.605534548505544,0.508017640250989,0.612546187647813,0.517522736259169,0.445300621740151,0.651820073708936,0.46115776423028,0.464558777804506,0.643007739176768,0.499876784317341,0.0845965481498093,0.102277755177173,Caudata,0.146750524109015,NA,0.250612921473323,0.120766046247231,0.0805458997347689,0.332584112149533,0.54093428736415,0.25,0.186251900742774,0.218125950371387,0.27712564173952,0.085293250695102,High
Oreolalax granulosus,NT,0.00135331398946835,0.25,0.740533151059467,0.625624353762567,0.54053020505417,0.615357722574498,0.327317220778003,0.334499325223667,0.492491792524809,0.514533279765845,0.410592452553083,0.452022632361413,0.559698648243195,0.354860224756692,0.245545938557336,Anura,0.115414321968443,0.475007394262053,0.176469551135235,0.156407497025806,0.182162347054189,0.0948801300284437,0.487266763284125,0.25,0.200056873579028,0.225028436789514,0.318458525672593,0.0747302579986225,High
Oreolalax liangbeiensis,CR,5.43684778151854e-07,0.125,1,0.688607562602549,0.525913157634659,0.30722481982744,0.42763976166955,0.357338863338649,0.634838822249123,0.437052478876187,0.44674280128232,0.566472589379106,0.540757415773517,0.614211078541657,0,Anura,0.114752289528854,0.43566992014197,0.165003525229665,0.143995205862759,0.164559093325862,0.082080455099553,0.49325882726331,1,0.184343414864777,0.592171707432389,0.347842324445287,0.190491293180362,Very high
Oreolalax nanjiangensis,VU,3.04946709520345e-06,0.125,1,0.604556963852899,0.547485176903133,0.565074722687295,0.455050796684064,0.412182152858451,0.739444476920944,0.299948180657239,0.438055871919371,0.589394163642667,0.464543837768718,0.282374839207354,0.141816868367224,Anura,0.115966015668101,0.475598935226265,0.148816194539448,0.167046603736989,0.17121978392577,0.0918325883787078,0.511573634389478,0.5,0.19508002024588,0.34754001012294,0.309838951408335,0.122705324391803,High
Oreolalax popei,LC,0.0027858392247285,0.25,0.9882173467954,0.602892190508711,0.549366565893555,0.457600911465097,0.444857679810961,0.4089197651941,0.778966836527018,0.374302646339333,0.471900371629145,0.644008294519617,0.500911849306517,0.411556157808957,0.575927264506289,Anura,0.130089374379345,0.553682342502218,0.187261104928712,0.196304147192741,0.205950527768146,0.111540024380333,0.523372711119405,0,0.230804586858583,0.115402293429291,0.445697321667075,0.0334790010849506,Medium
Oreophryne albitympanum,LC,8.00305864521938e-07,0,1,0.29873414277228,0.075349035124913,0.520525595522795,0.158381274676461,0.0572414577270543,NA,0.672626863738495,0.327050367093476,NA,0.57272786389499,0.295081601596998,0,Anura,0.0422439747213947,NA,NA,0.048813197609257,0.0676392484761827,0.0233644859813084,0.335329575068808,0,0.0455152266970357,0.0227576133485178,0.259016480380572,0.00565466813623872,Very low
Oreophryne biroi,LC,0.00276619627779941,0.375,0.152031454783749,0.523610334867476,0.241246571833639,0.65276030899693,0.126519236650748,0.096457785261729,NA,0.805160655285534,0.328543999724325,NA,0.655797970416946,0.0661926234478231,0.0992038757712785,Anura,0.0454595608518151,NA,NA,NA,0.0765961102090237,0.0333116619260463,0.428762107879666,0,0.0517891109956283,0.0258945554978142,0.13903883005613,0.00955891109960448,Very low
Oreophryne furu,LC,7.98787659386304e-07,0,NA,0.455696218698725,0.209600309541262,0.665700752161749,0.127969018546478,0.0800849569723462,NA,0.687350261640564,0.321097980341054,NA,0.586609766793897,0.0852230305610419,0.0698788958798385,Anura,0.0413139767626614,NA,NA,0.0482432454621152,0.0672994173204075,0.0253671562088582,0.391763658087009,0,0.0455559489385106,0.0227779744692553,0.0387756813071349,0.00857756460679926,Very low
Oreophryne parkopanorum,LC,1.6041930372998e-06,0.125,1,0.382278470820369,0.130043993182978,0.591949003723358,0.156386191409117,0.0758500936712525,NA,0.760967251150897,0.339953828874658,NA,0.61738500424326,0.215479651903862,0.00092160262167142,Anura,0.0314097613042039,NA,NA,0.0405594461721831,0.0513273531274309,0.020858729514425,0.381851729634486,0,0.0360388225295608,0.0180194112647804,0.268280571743714,0.00503477359622439,Very low
Oreophryne roedeli,DD,7.99701494390625e-07,0,0,0.772151890650637,0.595142477407331,0.45159275643708,0.0401360926102879,0.106260909876456,NA,0.902538403253858,0.360217638083491,NA,0.851327537995737,0.144199260578537,0.0176084634747005,Anura,0.0428114310934569,NA,NA,0.0345010659601709,0.0608426254130134,0.0271569822429907,0.50992096328936,NA,0.041328026177408,0.041328026177408,0.0323617047509464,0.0203920354821581,Low
Pachyhynobius shangchengensis,VU,0.000551140825699465,0.125,1,0.577061753592216,0.661752346233687,0.714482116033457,0.478077639197856,0.500185154330603,0.568875908720421,0.3886605800234,0.421368801632168,0.491886251483421,0.477470973807576,0.112534938248057,0.133464332238917,Caudata,0.213946816727353,NA,0.224357071093792,0.179458894900035,0.155519584654559,0.244209670865502,0.52798215250548,0.5,0.203498407648248,0.351749203824124,0.274310082262535,0.134773173449084,Very high
Pachytriton airobranchiatus,CR,8.31619602557557e-07,0,NA,0.820253160339463,0.616943994810553,0.678411208412782,0.253120025403583,0.252776637347142,0.64130407233846,0.525392866288588,0.483417098892559,0.65734345978256,0.622967149781289,0.0854855236358628,0,Caudata,0.143407260289088,NA,NA,0.119746908483522,0.1092277849852,0.245855343356359,0.555192967339698,1,0.154559324278542,0.577279662139271,0.0213715888138663,0.313651980014608,Very high
Pachytriton brevipes,LC,0.00635764639598474,0.25,0.982965871337964,0.584877777415757,0.737800841326804,0.727062775599837,0.418714186894376,0.504420291963366,0.646002269556071,0.383205206169076,0.48354521127286,0.570846167267201,0.539874228762955,0.110600885861824,0.188930908164324,Caudata,0.183162308286439,NA,0.242190113737514,0.179242566396908,0.143336230020099,0.343005282405526,0.55963489562283,0,0.218187300169297,0.109093650084649,0.307771062352019,0.042262385768672,Medium
Pachytriton changi,EN,3.17924895257373e-05,0.125,1,0.783544314165487,0.661311905945631,0.654282190507325,0.313440363525151,0.330525915879984,0.57422513384507,0.394567337575441,0.405964720881139,0.475306047789541,0.51791890709277,0.186572430725847,0.108344753208016,Caudata,0.173011144212733,NA,0.249987011353301,0.163943530946227,0.126022240569253,0.330963023161316,0.511108683720754,0.75,0.208785390048566,0.479392695024283,0.283989795284678,0.175438087224275,Very high
Pachytriton feii,VU,0.00133530292141719,0.375,0.88453337707069,0.54601877928129,0.710620052739815,0.752801600374091,0.491453817540895,0.572034765698703,0.716841301559742,0.396737968584369,0.53484078819646,0.618672535129014,0.524092205545398,0.0874163145963426,0.117281595411956,Caudata,0.160763544080327,NA,0.240211212560635,0.159632476247633,0.121142808941206,0.288171881349045,0.586411381464978,0.5,0.193984384635769,0.346992192317885,0.293113318000081,0.14383742282825,Very high
Pachytriton inexpectatus,LC,0.00908394740268504,0.25,0.825420287501016,0.735180842535229,0.660688720381951,0.719475351056584,0.368441504515924,0.399940093272722,0.590109258586083,0.312740754343233,0.387634362635758,0.488853880699865,0.464223774832291,0.127311436207504,0.195474380292845,Caudata,0.183603663246166,NA,0.222649307705974,0.203827768821999,0.145380110507042,0.306366517675742,0.512728854285964,0,0.212365473591384,0.106182736795692,0.28145801028081,0.0391195477620207,Medium
Pachytriton xanthospilos,CR,3.45318079779866e-06,0.125,1,0.792405106520505,0.654044750257012,0.604685633431996,0.306832830803513,0.321826158176519,0.595677409523005,0.387302882823672,0.403770195299805,0.474881377711878,0.515790006956452,0.237027982302273,0.0414941180176949,Caudata,0.187024164184045,NA,0.240544401784008,0.164830123172159,NA,0.310036570499797,0.505721635150436,1,0.225608814910002,0.612804407455001,0.280705110700153,0.222915562053163,Very high
Papurana arfaki,LC,0.0319844305150747,0.75,0.788568121322686,0.456314188038912,0.233590911369634,0.664332173819211,0.140637937781238,0.0887265609173521,0.487462566020802,0.738434615017062,0.351800350707914,0.477712521012915,0.645122288454842,0.0665133966864488,0.32949177159969,Anura,0.218691382544411,NA,NA,0.344808345036333,0.361049466023139,0.23811458756603,0.428413411313988,0,0.290665945292478,0.145332972646239,0.39331154402478,0.03777399737547,Medium
Papurana elberti,LC,0.00487627227924757,0.875,0.65733929616317,0.491645563738706,0.600067908878116,0.615873063418242,0.116364833688606,0.16311083139022,0.47350632063832,0.396188283918885,0.294757996187502,0.414156970295225,0.514642548180358,0.0953720256160939,0.293673652963104,Anura,0.0970980911397992,NA,NA,0.154191016460976,0.166462147782978,0.112759041040228,0.408031432033418,0,0.132627574105995,0.0663137870529977,0.385252249404323,0.016633911947296,Low
Papurana garritor,LC,0.037825865429997,0.75,0.827898027898028,0.424899988042993,0.197086438191128,0.675791720673606,0.150498764570977,0.0850800431943729,0.436435554852501,0.717903496112643,0.346014118472456,0.455063402954459,0.623229348879293,0.0670221459600428,0.32949177159969,Anura,0.112545514730222,NA,NA,0.182561967690797,0.159801457183071,0.12454286875254,0.411200287594443,0,0.144862952089157,0.0724314760445786,0.402447562177552,0.0177974084587134,Low
Papurana novaeguineae,LC,0.0132003917157938,0.625,0.916374062773119,0.358369253608871,0.165879565985566,0.723137729797774,0.189219704110542,0.0977438081989483,NA,0.604625508225798,0.338113675909686,NA,0.557880592942851,0.0250103978947702,0.152934989852179,Anura,0.0741476332340285,NA,NA,0.114294366294041,0.0965248964839475,0.0609508329947176,0.379371229847505,0,0.0864794322516837,0.0432397161258418,0.346503968447172,0.0107198863521661,Very low
Papurana supragrisea,LC,0.0192535623673583,0.75,0.683275454398397,0.407566226443116,0.174629636992534,0.459818118768087,0.143212762649627,0.0769922931417184,NA,0.737044271348473,0.347570352463634,NA,0.631294681522701,0.30644906470087,0.588910805234717,Anura,0.184376034425687,NA,NA,0.273003240658109,0.273532749176495,0.194467696058513,0.372266042916236,0,0.231344930079701,0.11567246503985,0.469577777340269,0.022840474643166,Low
Paramesotriton aurantius,VU,0.000227923079311065,0.125,1,0.631705847565164,0.714094456252018,0.724869822576382,0.460456396526908,0.526155673987824,0.501043953821732,0.390937930367228,0.418610145825044,0.508258184207168,0.487257968653934,0.135862494025173,0.0743647798050021,Caudata,0.14175539740704,NA,0.283823028999084,0.149721114003346,0.118281170111112,0.257656948394961,0.53633903797834,0.5,0.190247531783109,0.345123765891554,0.267091039381897,0.135663902815972,Very high
Paramesotriton caudopunctatus,NT,0.0023537379044093,0.25,0.790523396471351,0.760533804699517,0.624306008605428,0.690482515444369,0.338128556913178,0.342099337121627,0.610534747957894,0.324676288199253,0.368778431948579,0.515545427694251,0.452123476447002,0.14286609414866,0.187034523680136,Caudata,0.151936444885799,NA,0.281687200621642,0.147541574766487,0.111749332140879,0.249288906948395,0.50272085950311,0.25,0.188440691872641,0.21922034593632,0.274555550440911,0.079948795821896,High
